episode,epsilon,total_reward,avg_queue,avg_wait_s,avg_travel_s,throughput,switches,td_loss,q_table_states,avg_delay_s
80,0.6416,-413.0615384615385,2.379166666666667,4.60556464811784,40.32242225859247,600,63,7.95672929639617,103,4.733224222585925
81,0.638,-421.8,2.5766666666666667,4.429811866859624,39.819102749638205,666,67,12.250827023213404,103,4.612156295224312
82,0.6345,-382.4307692307693,2.450833333333333,4.370481927710843,40.34939759036145,642,72,10.769036027568996,103,4.558734939759036
83,0.631,-415.0,2.5175,4.382697947214076,40.13782991202346,657,70,12.083158784393268,103,4.5549048316251834
84,0.6275,-427.7230769230769,2.6891666666666665,4.5767575322812055,40.34146341463415,672,71,11.768909371664678,103,4.723098995695839
85,0.624,-337.6307692307692,2.0825,3.820710973724884,39.12210200927357,626,69,10.777898005661543,103,3.961360123647604
86,0.6206,-446.0153846153846,2.8041666666666667,4.773638968481375,41.03581661891118,671,72,8.897861741166603,103,4.92274678111588
87,0.6171,-414.6461538461538,2.7058333333333335,4.830584707646177,41.14842578710645,647,76,15.367559195468512,103,4.964017991004498
88,0.6137,-345.8,2.2375,3.918759231905465,39.420974889217135,658,71,14.828543797939771,104,4.06794682422452
89,0.6103,-499.7538461538462,3.15,5.5720653789004455,41.95393759286775,647,72,17.38167315704174,104,5.729569093610698
90,0.607,-414.9846153846154,2.635,4.741691842900302,41.137462235649544,648,72,13.556944512928386,104,4.901812688821752
91,0.6036,-362.6923076923077,2.3475,4.005772005772005,39.56998556998557,664,72,13.025805444103902,104,4.157287157287158
92,0.6003,-371.16923076923086,2.3741666666666665,4.377535101404056,39.853354134165365,614,72,10.335619594905017,104,4.5257410296411855
93,0.5969,-389.0615384615385,2.375,4.1573529411764705,39.654411764705884,657,72,6.78789936886469,104,4.299559471365638
94,0.5936,-510.5076923076923,3.0316666666666667,5.273391812865497,41.19005847953216,650,66,15.672862060504075,105,5.416666666666667
95,0.5904,-460.83076923076925,2.8366666666666664,4.957290132547865,40.99263622974963,660,70,19.490759753160265,105,5.117820324005891
96,0.5871,-444.63076923076926,2.7266666666666666,4.834328358208955,40.76865671641791,645,69,10.48297734172892,105,4.977611940298507
97,0.5838,-446.1538461538461,2.6,4.680851063829787,40.338905775075986,635,67,12.813541018055698,105,4.826747720364741
98,0.5806,-324.13846153846157,2.1041666666666665,3.8410493827160495,39.19598765432099,625,71,12.74780105269775,105,3.996913580246914
99,0.5774,-427.8,2.6858333333333335,4.837878787878788,40.8530303030303,632,75,6.799749793727162,105,4.966717095310136
100,0.5742,-395.4000000000001,2.4316666666666666,4.294029850746269,39.646268656716416,645,67,20.006082280550586,105,4.440298507462686
101,0.571,-381.96923076923076,2.275,4.2421383647798745,39.77987421383648,622,65,8.056056009569128,105,4.378930817610063
102,0.5679,-359.04615384615386,2.1958333333333333,4.112341772151899,39.54746835443038,612,66,10.950262564117605,105,4.254746835443038
103,0.5647,-464.2769230769231,2.8333333333333335,5.004464285714286,40.657738095238095,649,70,14.058699250041846,106,5.144345238095238
104,0.5616,-393.5846153846154,2.5975,4.407725321888412,40.71387696709585,676,75,10.3695870761555,106,4.580829756795422
105,0.5585,-338.33846153846156,2.1625,4.147249190938512,39.62621359223301,599,74,6.616153467690973,106,4.296116504854369
106,0.5554,-421.03076923076924,2.6266666666666665,4.600294985250738,40.18879056047198,659,66,14.600749977655049,106,4.762536873156342
107,0.5523,-360.8461538461538,2.3275,4.125560538116592,39.869955156950674,650,71,7.195332321182339,106,4.261584454409567
108,0.5493,-389.3846153846154,2.45,4.364864864864865,39.914414414414416,635,72,16.540372956910087,106,4.503748125937031
109,0.5462,-366.9846153846154,2.385,4.432601880877743,40.37931034482759,626,76,6.570515125844479,106,4.564263322884012
110,0.5432,-455.61538461538464,2.795,4.962518740629685,40.65967016491754,643,68,15.701614298420225,107,5.12143928035982
111,0.5402,-371.03076923076924,2.473333333333333,4.299120234604105,40.1950146627566,658,75,9.984594514446608,107,4.4340175953079175
112,0.5372,-367.07692307692304,2.4225,4.169811320754717,39.95210449927431,669,72,19.103195097171078,107,4.336719883889695
113,0.5343,-390.8307692307692,2.515,4.439642324888227,40.41281669150521,655,74,8.33243300142368,107,4.581222056631892
114,0.5313,-335.8769230769231,2.0991666666666666,3.815950920245399,39.62883435582822,631,72,7.458687443547276,107,3.9524539877300615
115,0.5284,-384.0615384615385,2.365,4.217717717717718,39.8948948948949,638,72,8.85777134982184,107,4.363363363363363
116,0.5254,-408.32307692307694,2.6508333333333334,4.623529411764705,40.944117647058825,657,74,11.324847154371996,107,4.783823529411765
